GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,CONCENFI.id,CONCENFI.display-label,YEAR.id,COMPANY,RCPTOT,CCORCPPCT,VSHERFI
0100000US,,United States,,321991,Manufactured home (mobile home) manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321991,Manufactured home (mobile home) manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321991,Manufactured home (mobile home) manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,321992,Prefabricated wood building manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,321992,Prefabricated wood building manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321992,Prefabricated wood building manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321992,Prefabricated wood building manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321992,Prefabricated wood building manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,321999,All other miscellaneous wood product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,321999,All other miscellaneous wood product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321999,All other miscellaneous wood product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321999,All other miscellaneous wood product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,321999,All other miscellaneous wood product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322,Paper manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322,Paper manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322,Paper manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322,Paper manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322,Paper manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3221,"Pulp, paper, and paperboard mills",,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3221,"Pulp, paper, and paperboard mills",,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3221,"Pulp, paper, and paperboard mills",,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3221,"Pulp, paper, and paperboard mills",,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3221,"Pulp, paper, and paperboard mills",,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32211,Pulp mills,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32211,Pulp mills,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32211,Pulp mills,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32211,Pulp mills,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32211,Pulp mills,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322110,Pulp mills,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322110,Pulp mills,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322110,Pulp mills,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322110,Pulp mills,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322110,Pulp mills,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32212,Paper mills,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32212,Paper mills,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32212,Paper mills,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32212,Paper mills,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32212,Paper mills,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322121,Paper (except newsprint) mills,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322121,Paper (except newsprint) mills,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322121,Paper (except newsprint) mills,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322121,Paper (except newsprint) mills,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322121,Paper (except newsprint) mills,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322122,Newsprint mills,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322122,Newsprint mills,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322122,Newsprint mills,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322122,Newsprint mills,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322122,Newsprint mills,,859,50 largest companies,2012,ECONF$X,ECONF$X,ECONF$X,ECONF$X
0100000US,,United States,,32213,Paperboard mills,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32213,Paperboard mills,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32213,Paperboard mills,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32213,Paperboard mills,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32213,Paperboard mills,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322130,Paperboard mills,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322130,Paperboard mills,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322130,Paperboard mills,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322130,Paperboard mills,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322130,Paperboard mills,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3222,Converted paper product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3222,Converted paper product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3222,Converted paper product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3222,Converted paper product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3222,Converted paper product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32221,Paperboard container manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32221,Paperboard container manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32221,Paperboard container manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32221,Paperboard container manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32221,Paperboard container manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322211,Corrugated and solid fiber box manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322211,Corrugated and solid fiber box manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322211,Corrugated and solid fiber box manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322211,Corrugated and solid fiber box manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322211,Corrugated and solid fiber box manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322212,Folding paperboard box manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322212,Folding paperboard box manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322212,Folding paperboard box manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322212,Folding paperboard box manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322212,Folding paperboard box manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322219,Other paperboard container manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322219,Other paperboard container manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322219,Other paperboard container manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322219,Other paperboard container manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322219,Other paperboard container manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32222,Paper bag and coated and treated paper manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32222,Paper bag and coated and treated paper manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32222,Paper bag and coated and treated paper manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32222,Paper bag and coated and treated paper manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32222,Paper bag and coated and treated paper manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322220,Paper bag and coated and treated paper manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322220,Paper bag and coated and treated paper manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322220,Paper bag and coated and treated paper manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322220,Paper bag and coated and treated paper manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322220,Paper bag and coated and treated paper manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32223,Stationery product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32223,Stationery product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32223,Stationery product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32223,Stationery product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32223,Stationery product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322230,Stationery product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322230,Stationery product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322230,Stationery product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322230,Stationery product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322230,Stationery product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32229,Other converted paper product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32229,Other converted paper product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32229,Other converted paper product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32229,Other converted paper product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32229,Other converted paper product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322291,Sanitary paper product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322291,Sanitary paper product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322291,Sanitary paper product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322291,Sanitary paper product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322291,Sanitary paper product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,322299,All other converted paper product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,322299,All other converted paper product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322299,All other converted paper product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322299,All other converted paper product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,322299,All other converted paper product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,323,Printing and related support activities,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,323,Printing and related support activities,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323,Printing and related support activities,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323,Printing and related support activities,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323,Printing and related support activities,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3231,Printing and related support activities,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3231,Printing and related support activities,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3231,Printing and related support activities,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3231,Printing and related support activities,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3231,Printing and related support activities,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32311,Printing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32311,Printing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32311,Printing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32311,Printing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32311,Printing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,323111,Commercial printing (except screen and books),,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,323111,Commercial printing (except screen and books),,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323111,Commercial printing (except screen and books),,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323111,Commercial printing (except screen and books),,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323111,Commercial printing (except screen and books),,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,323113,Commercial screen printing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,323113,Commercial screen printing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323113,Commercial screen printing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323113,Commercial screen printing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323113,Commercial screen printing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,323117,Books printing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,323117,Books printing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323117,Books printing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323117,Books printing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323117,Books printing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32312,Support activities for printing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32312,Support activities for printing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32312,Support activities for printing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32312,Support activities for printing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32312,Support activities for printing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,323120,Support activities for printing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,323120,Support activities for printing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323120,Support activities for printing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323120,Support activities for printing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,323120,Support activities for printing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,324,Petroleum and coal products manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,324,Petroleum and coal products manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324,Petroleum and coal products manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324,Petroleum and coal products manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324,Petroleum and coal products manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3241,Petroleum and coal products manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3241,Petroleum and coal products manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3241,Petroleum and coal products manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3241,Petroleum and coal products manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3241,Petroleum and coal products manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32411,Petroleum refineries,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32411,Petroleum refineries,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32411,Petroleum refineries,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32411,Petroleum refineries,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32411,Petroleum refineries,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,324110,Petroleum refineries,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,324110,Petroleum refineries,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324110,Petroleum refineries,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324110,Petroleum refineries,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324110,Petroleum refineries,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32412,"Asphalt paving, roofing, and saturated materials manufacturing",,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32412,"Asphalt paving, roofing, and saturated materials manufacturing",,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32412,"Asphalt paving, roofing, and saturated materials manufacturing",,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32412,"Asphalt paving, roofing, and saturated materials manufacturing",,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32412,"Asphalt paving, roofing, and saturated materials manufacturing",,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,324121,Asphalt paving mixture and block manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,324121,Asphalt paving mixture and block manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324121,Asphalt paving mixture and block manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324121,Asphalt paving mixture and block manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324121,Asphalt paving mixture and block manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,324122,Asphalt shingle and coating materials manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,324122,Asphalt shingle and coating materials manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324122,Asphalt shingle and coating materials manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324122,Asphalt shingle and coating materials manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324122,Asphalt shingle and coating materials manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32419,Other petroleum and coal products manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32419,Other petroleum and coal products manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32419,Other petroleum and coal products manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32419,Other petroleum and coal products manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32419,Other petroleum and coal products manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,324191,Petroleum lubricating oil and grease manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,324191,Petroleum lubricating oil and grease manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324191,Petroleum lubricating oil and grease manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324191,Petroleum lubricating oil and grease manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324191,Petroleum lubricating oil and grease manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,324199,All other petroleum and coal products manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,324199,All other petroleum and coal products manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324199,All other petroleum and coal products manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324199,All other petroleum and coal products manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,324199,All other petroleum and coal products manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,325,Chemical manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,325,Chemical manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325,Chemical manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325,Chemical manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325,Chemical manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3251,Basic chemical manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3251,Basic chemical manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3251,Basic chemical manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3251,Basic chemical manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3251,Basic chemical manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32511,Petrochemical manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32511,Petrochemical manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32511,Petrochemical manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32511,Petrochemical manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32511,Petrochemical manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,325110,Petrochemical manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,325110,Petrochemical manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325110,Petrochemical manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325110,Petrochemical manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325110,Petrochemical manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32512,Industrial gas manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32512,Industrial gas manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32512,Industrial gas manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32512,Industrial gas manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32512,Industrial gas manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,325120,Industrial gas manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,325120,Industrial gas manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325120,Industrial gas manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325120,Industrial gas manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325120,Industrial gas manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,32513,Synthetic dye and pigment manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,32513,Synthetic dye and pigment manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32513,Synthetic dye and pigment manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32513,Synthetic dye and pigment manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,32513,Synthetic dye and pigment manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,325130,Synthetic dye and pigment manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,325130,Synthetic dye and pigment manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,325130,Synthetic dye and pigment manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
